ガブリアス,さめはだ,99.4
ガブリアス,すながくれ,0.6
ブリジュラス,じきゅうりょく,78.2
ブリジュラス,がんじょう,21.8
ブリジュラス,すじがねいり,0.0
マスカーニャ,へんげんじざい,95.1
マスカーニャ,しんりょく,4.9
アシレーヌ,げきりゅう,95.1
アシレーヌ,うるおいボイス,4.9
リザードン,もうか,86.0
リザードン,サンパワー,14.0
アーマーガア,プレッシャー,63.4
アーマーガア,ミラーアーマー,35.5
アーマーガア,きんちょうかん,1.1
イダイトウ♂,てきおうりょく,97.4
イダイトウ♂,すいすい,2.2
イダイトウ♂,かたやぶり,0.3
カバルドン,すなおこし,99.8
カバルドン,すなのちから,0.2
ルカリオ,せいしんりょく,83.9
ルカリオ,せいぎのこころ,8.5
ルカリオ,ふくつのこころ,7.5
ゲンガー,のろわれボディ,100.0
ミミロップ,じゅうなん,74.2
ミミロップ,メロメロボディ,23.6
ミミロップ,ぶきよう,2.3
ギルガルド(シールド),バトルスイッチ,100.0
ギャラドス,いかく,98.7
ギャラドス,じしんかじょう,1.3
ハッサム,テクニシャン,98.7
ハッサム,ライトメタル,0.7
ハッサム,むしのしらせ,0.6
キラフロル,どくげしょう,88.8
キラフロル,ふしょく,11.2
カイリュー,マルチスケイル,98.3
カイリュー,せいしんりょく,1.7
フラエッテ(永遠),フラワーベール,97.1
フラエッテ(永遠),きょうせい,2.9
ウルガモス,ほのおのからだ,89.8
ウルガモス,むしのしらせ,10.2
スターミー,しぜんかいふく,89.4
スターミー,はっこう,5.7
スターミー,アナライズ,4.9
ミミッキュ,ばけのかわ,100.0
サザンドラ,ふゆう,100.0
ウォッシュロトム,ふゆう,100.0
ダイケンキ(ヒスイ),きれあじ,99.2
ダイケンキ(ヒスイ),げきりゅう,0.8
ドドゲザン,そうだいしょう,88.6
ドドゲザン,まけんき,11.1
ドドゲザン,プレッシャー,0.3
ソウブレイズ,くだけるよろい,86.4
ソウブレイズ,もらいび,13.6
マフォクシー,もうか,92.5
マフォクシー,マジシャン,7.5
カメックス,げきりゅう,72.6
カメックス,あめうけざら,27.4
ラウドボーン,てんねん,99.2
ラウドボーン,もうか,0.8
フシギバナ,ようりょくそ,69.6
フシギバナ,しんりょく,30.4
ハラバリー,でんきにかえる,99.5
ハラバリー,せいでんき,0.4
ハラバリー,しめりけ,0.2
ゲッコウガ,へんげんじざい,83.2
ゲッコウガ,げきりゅう,16.8
ブラッキー,せいしんりょく,68.0
ブラッキー,シンクロ,32.0
オオニューラ,かるわざ,78.0
オオニューラ,どくしゅ,21.8
オオニューラ,プレッシャー,0.3
ガルーラ,きもったま,90.7
ガルーラ,せいしんりょく,8.0
ガルーラ,はやおき,1.3
メガニウム,しんりょく,74.2
メガニウム,リーフガード,25.8
ピクシー,てんねん,83.5
ピクシー,マジックガード,15.7
ピクシー,メロメロボディ,0.8
クエスパトラ,かそく,99.4
クエスパトラ,びんじょう,0.5
クエスパトラ,おみとおし,0.1
バンギラス,すなおこし,99.5
バンギラス,きんちょうかん,0.5
ニンフィア,フェアリースキン,98.5
ニンフィア,メロメロボディ,1.5
オニシズクモ,すいほう,99.2
オニシズクモ,ちょすい,0.8
ゾロアーク(ヒスイ),イリュージョン,100.0
ペリッパー,あめふらし,99.8
ペリッパー,するどいめ,0.1
ペリッパー,あめうけざら,0.1
エルフーン,いたずらごころ,98.6
エルフーン,すりぬけ,0.9
エルフーン,ようりょくそ,0.5
エアームド,がんじょう,61.5
エアームド,くだけるよろい,37.5
エアームド,するどいめ,1.0
マンムー,あついしぼう,71.5
マンムー,どんかん,27.6
マンムー,ゆきがくれ,0.9
エルレイド,きれあじ,90.0
エルレイド,せいぎのこころ,5.5
エルレイド,ふくつのこころ,4.5
カビゴン,あついしぼう,93.1
カビゴン,めんえき,6.2
カビゴン,くいしんぼう,0.7
ヒートロトム,ふゆう,100.0
スコヴィラン,ムラっけ,65.3
スコヴィラン,ふみん,31.6
スコヴィラン,ようりょくそ,3.0
ドラパルト,すりぬけ,56.8
ドラパルト,クリアボディ,26.9
ドラパルト,のろわれボディ,16.3
ミロカロス,かちき,45.7
ミロカロス,メロメロボディ,32.5
ミロカロス,ふしぎなうろこ,21.8
アローラキュウコン,ゆきふらし,99.5
アローラキュウコン,ゆきがくれ,0.5
ドリュウズ,かたやぶり,67.4
ドリュウズ,すなかき,31.3
ドリュウズ,すなのちから,1.3
バイバニラ,ゆきふらし,99.1
バイバニラ,くだけるよろい,0.7
バイバニラ,アイスボディ,0.2
サーナイト,トレース,92.3
サーナイト,シンクロ,7.0
サーナイト,テレパシー,0.7
ドヒドイデ,さいせいりょく,96.8
ドヒドイデ,ひとでなし,2.7
ドヒドイデ,じゅうなん,0.5
ガラルヤドキング,さいせいりょく,99.5
ガラルヤドキング,マイペース,0.3
ガラルヤドキング,きみょうなくすり,0.1
ジュペッタ,おみとおし,86.4
ジュペッタ,ふみん,9.5
ジュペッタ,のろわれボディ,4.2
エンペルト,かちき,74.3
エンペルト,げきりゅう,25.7
ローブシン,てつのこぶし,65.6
ローブシン,ちからずく,19.6
ローブシン,こんじょう,14.9
ユキメノコ,のろわれボディ,80.6
ユキメノコ,ゆきがくれ,19.4
バサギリ,きれあじ,98.8
バサギリ,むしのしらせ,1.0
バサギリ,ちからずく,0.2
ポットデス,のろわれボディ,90.1
ポットデス,くだけるよろい,9.9
ヘラクロス,じしんかじょう,58.5
ヘラクロス,こんじょう,40.1
ヘラクロス,むしのしらせ,1.4
ホルード,ちからもち,99.8
ホルード,ほおぶくろ,0.1
ホルード,ものひろい,0.1
ヌメルゴン(ヒスイ),ぬめぬめ,38.7
ヌメルゴン(ヒスイ),そうしょく,32.4
ヌメルゴン(ヒスイ),シェルアーマー,28.9
メタモン,かわりもの,99.3
メタモン,じゅうなん,0.7
マリルリ,ちからもち,87.3
マリルリ,そうしょく,12.2
マリルリ,あついしぼう,0.5
ヤドラン,さいせいりょく,90.2
ヤドラン,どんかん,8.8
ヤドラン,マイペース,1.0
ウツボット,ようりょくそ,94.3
ウツボット,くいしんぼう,5.7
ビビヨン,ふくがん,99.5
ビビヨン,りんぷん,0.4
ビビヨン,フレンドガード,0.1
ブリムオン,マジックミラー,99.5
ブリムオン,いやしのこころ,0.3
ブリムオン,きけんよち,0.2
ジャローダ,あまのじゃく,99.5
ジャローダ,しんりょく,0.5
ドデカバシ,スキルリンク,86.2
ドデカバシ,するどいめ,11.2
ドデカバシ,ちからずく,2.6
エレザード,かんそうはだ,93.8
