ガブリアス,きあいのタスキ,37.8
ガブリアス,こだわりスカーフ,32.7
ガブリアス,オボンのみ,16.0
ガブリアス,ラムのみ,5.8
ガブリアス,ガブリアスナイト,2.1
ガブリアス,ハバンのみ,1.6
ガブリアス,ヤチェのみ,0.9
ガブリアス,たべのこし,0.6
ガブリアス,ひかりのこな,0.6
ガブリアス,やわらかいすな,0.3
ブリジュラス,オボンのみ,33.2
ブリジュラス,たべのこし,30.3
ブリジュラス,しろいハーブ,21.0
ブリジュラス,こだわりスカーフ,4.4
ブリジュラス,ピントレンズ,2.1
ブリジュラス,シュカのみ,2.1
ブリジュラス,ヨプのみ,1.4
ブリジュラス,カゴのみ,1.3
ブリジュラス,りゅうのキバ,1.1
ブリジュラス,ラムのみ,0.7
マスカーニャ,こだわりスカーフ,75.7
マスカーニャ,きあいのタスキ,19.3
マスカーニャ,ラムのみ,0.8
マスカーニャ,オボンのみ,0.6
マスカーニャ,きせきのタネ,0.4
マスカーニャ,くろいメガネ,0.4
マスカーニャ,ひかりのこな,0.4
マスカーニャ,せんせいのツメ,0.3
マスカーニャ,おうじゃのしるし,0.3
マスカーニャ,たべのこし,0.3
アシレーヌ,オボンのみ,45.9
アシレーヌ,しんぴのしずく,17.1
アシレーヌ,たべのこし,15.4
アシレーヌ,ラムのみ,5.4
アシレーヌ,カゴのみ,4.3
アシレーヌ,きあいのタスキ,4.1
アシレーヌ,ようせいのハネ,3.9
アシレーヌ,せんせいのツメ,0.8
アシレーヌ,ビアーのみ,0.8
アシレーヌ,こだわりスカーフ,0.6
リザードン,リザードナイトＹ,64.5
リザードン,リザードナイトＸ,34.0
リザードン,こだわりスカーフ,0.1
リザードン,きあいのタスキ,0.1
リザードン,ラムのみ,0.1
リザードン,オボンのみ,0.1
リザードン,スピアナイト,0.1
リザードン,ライボルトナイト,0.1
リザードン,バンギラスナイト,0.0
リザードン,もくたん,0.0
イダイトウ♂,こだわりスカーフ,74.0
イダイトウ♂,しんぴのしずく,10.1
イダイトウ♂,きあいのタスキ,10.1
イダイトウ♂,のろいのおふだ,3.7
イダイトウ♂,オボンのみ,0.4
イダイトウ♂,せんせいのツメ,0.3
イダイトウ♂,カシブのみ,0.3
イダイトウ♂,ラムのみ,0.2
イダイトウ♂,ナモのみ,0.1
イダイトウ♂,たべのこし,0.1
アーマーガア,たべのこし,66.5
アーマーガア,オボンのみ,26.0
アーマーガア,ひかりのこな,2.3
アーマーガア,ラムのみ,1.6
アーマーガア,するどいくちばし,0.8
アーマーガア,オッカのみ,0.4
アーマーガア,メンタルハーブ,0.3
アーマーガア,せんせいのツメ,0.3
アーマーガア,メタルコート,0.2
アーマーガア,ソクノのみ,0.2
カバルドン,オボンのみ,64.1
カバルドン,たべのこし,32.8
カバルドン,ラムのみ,0.7
カバルドン,メンタルハーブ,0.7
カバルドン,せんせいのツメ,0.4
カバルドン,ひかりのこな,0.2
カバルドン,イトケのみ,0.2
カバルドン,やわらかいすな,0.2
カバルドン,きあいのタスキ,0.1
カバルドン,リンドのみ,0.1
ルカリオ,ルカリオナイト,97.2
ルカリオ,きあいのタスキ,1.2
ルカリオ,こだわりスカーフ,0.8
ルカリオ,くろおび,0.2
ルカリオ,オボンのみ,0.0
ルカリオ,ハッサムナイト,0.0
ルカリオ,せんせいのツメ,0.0
ルカリオ,メタルコート,0.0
ルカリオ,シュカのみ,0.0
ルカリオ,ヨプのみ,0.0
ミミロップ,ミミロップナイト,97.1
ミミロップ,メンタルハーブ,0.9
ミミロップ,オボンのみ,0.6
ミミロップ,こだわりスカーフ,0.3
ミミロップ,ヨプのみ,0.2
ミミロップ,きあいのタスキ,0.2
ミミロップ,たべのこし,0.1
ミミロップ,ラムのみ,0.1
ミミロップ,ひかりのこな,0.1
ミミロップ,ルカリオナイト,0.0
ゲンガー,ゲンガナイト,81.8
ゲンガー,きあいのタスキ,15.6
ゲンガー,こだわりスカーフ,1.3
ゲンガー,のろいのおふだ,0.1
ゲンガー,せんせいのツメ,0.1
ゲンガー,ひかりのこな,0.1
ゲンガー,オボンのみ,0.1
ゲンガー,シュカのみ,0.1
ゲンガー,ラムのみ,0.1
ゲンガー,きあいのハチマキ,0.0
ギルガルド(シールド),たべのこし,58.7
ギルガルド(シールド),のろいのおふだ,29.4
ギルガルド(シールド),きあいのタスキ,4.7
ギルガルド(シールド),オボンのみ,2.4
ギルガルド(シールド),ラムのみ,1.4
ギルガルド(シールド),シュカのみ,0.7
ギルガルド(シールド),くろおび,0.5
ギルガルド(シールド),カシブのみ,0.4
ギルガルド(シールド),メタルコート,0.3
ギルガルド(シールド),せんせいのツメ,0.2
ギャラドス,ギャラドスナイト,62.7
ギャラドス,たべのこし,18.0
ギャラドス,オボンのみ,7.8
ギャラドス,ラムのみ,5.8
ギャラドス,カゴのみ,2.8
ギャラドス,しんぴのしずく,0.7
ギャラドス,ソクノのみ,0.7
ギャラドス,きあいのタスキ,0.3
ギャラドス,こだわりスカーフ,0.2
ギャラドス,おうじゃのしるし,0.2
ハッサム,ハッサムナイト,77.2
ハッサム,メタルコート,11.6
ハッサム,オボンのみ,3.9
ハッサム,ラムのみ,2.6
ハッサム,たべのこし,1.4
ハッサム,きあいのタスキ,1.0
ハッサム,オッカのみ,0.8
ハッサム,ピントレンズ,0.1
ハッサム,しろいハーブ,0.1
ハッサム,ひかりのこな,0.1
カイリュー,カイリュナイト,80.6
カイリュー,ラムのみ,11.5
カイリュー,たべのこし,1.5
カイリュー,シルクのスカーフ,0.9
カイリュー,しろいハーブ,0.8
カイリュー,オボンのみ,0.7
カイリュー,ヤチェのみ,0.6
カイリュー,こだわりスカーフ,0.6
カイリュー,りゅうのキバ,0.6
カイリュー,ひかりのこな,0.3
キラフロル,キラフロルナイト,53.9
キラフロル,きあいのタスキ,36.7
キラフロル,たべのこし,4.6
キラフロル,こだわりスカーフ,1.5
キラフロル,シュカのみ,1.1
キラフロル,オボンのみ,1.0
キラフロル,せんせいのツメ,0.2
キラフロル,ひかりのこな,0.1
キラフロル,イトケのみ,0.1
キラフロル,メンタルハーブ,0.1
フラエッテ(永遠),フラエッテナイト,97.3
フラエッテ(永遠),こだわりスカーフ,1.9
フラエッテ(永遠),ラムのみ,0.1
フラエッテ(永遠),ミミロップナイト,0.1
フラエッテ(永遠),ようせいのハネ,0.1
フラエッテ(永遠),きあいのタスキ,0.0
フラエッテ(永遠),リザードナイトＹ,0.0
フラエッテ(永遠),たべのこし,0.0
フラエッテ(永遠),オボンのみ,0.0
フラエッテ(永遠),ゲンガナイト,0.0
ウルガモス,オボンのみ,44.7
ウルガモス,ラムのみ,21.5
ウルガモス,たべのこし,16.0
ウルガモス,きあいのタスキ,8.9
ウルガモス,ヨロギのみ,1.7
ウルガモス,こだわりスカーフ,1.7
ウルガモス,ひかりのこな,1.1
ウルガモス,もくたん,1.1
ウルガモス,イトケのみ,1.0
ウルガモス,かいがらのすず,0.3
スターミー,スターミナイト,97.8
スターミー,きあいのタスキ,0.5
スターミー,こだわりスカーフ,0.4
スターミー,たべのこし,0.3
スターミー,ひかりのこな,0.2
スターミー,しんぴのしずく,0.1
スターミー,オボンのみ,0.1
スターミー,せんせいのツメ,0.0
スターミー,ラムのみ,0.0
スターミー,じしゃく,0.0
