ガブリアス,じしん,99.2
ガブリアス,ステルスロック,50.0
ガブリアス,げきりん,47.8
ガブリアス,がんせきふうじ,39.4
ガブリアス,スケイルショット,34.4
ガブリアス,いわなだれ,23.2
ガブリアス,つるぎのまい,20.1
ガブリアス,どくづき,19.5
ガブリアス,ドラゴンテール,18.5
ガブリアス,ほのおのキバ,14.6
ブリジュラス,１０まんボルト,66.0
ブリジュラス,りゅうせいぐん,64.4
ブリジュラス,ラスターカノン,55.5
ブリジュラス,ステルスロック,50.1
ブリジュラス,はどうだん,26.8
ブリジュラス,ほえる,24.1
ブリジュラス,ドラゴンテール,19.0
ブリジュラス,ミラーコート,18.9
ブリジュラス,てっていこうせん,12.9
ブリジュラス,エレクトロビーム,10.6
マスカーニャ,トリックフラワー,92.7
マスカーニャ,トリプルアクセル,72.4
マスカーニャ,とんぼがえり,68.8
マスカーニャ,はたきおとす,56.7
マスカーニャ,かみなりパンチ,21.6
マスカーニャ,じゃれつく,14.0
マスカーニャ,ふいうち,12.1
マスカーニャ,けたぐり,11.9
マスカーニャ,パワージェム,9.2
マスカーニャ,どくびし,7.5
アシレーヌ,ムーンフォース,96.9
アシレーヌ,うたかたのアリア,79.1
アシレーヌ,アクアジェット,66.4
アシレーヌ,アンコール,40.9
アシレーヌ,クイックターン,29.8
アシレーヌ,めいそう,26.6
アシレーヌ,なみのり,16.8
アシレーヌ,ミストフィールド,7.2
アシレーヌ,れいとうビーム,5.1
アシレーヌ,ねむる,4.5
リザードン,ソーラービーム,61.7
リザードン,かえんほうしゃ,42.5
リザードン,エアスラッシュ,33.2
リザードン,フレアドライブ,32.8
リザードン,ニトロチャージ,28.6
リザードン,オーバーヒート,26.9
リザードン,りゅうのまい,26.4
リザードン,ドラゴンクロー,23.4
リザードン,はねやすめ,22.1
リザードン,かみなりパンチ,18.0
アーマーガア,はねやすめ,98.0
アーマーガア,ボディプレス,70.7
アーマーガア,てっぺき,63.4
アーマーガア,とんぼがえり,62.1
アーマーガア,アイアンヘッド,31.1
アーマーガア,ブレイブバード,19.1
アーマーガア,ちょうはつ,14.7
アーマーガア,ビルドアップ,14.5
アーマーガア,きりばらい,14.2
アーマーガア,つけあがる,5.5
イダイトウ♂,おはかまいり,99.9
イダイトウ♂,ウェーブタックル,96.4
イダイトウ♂,アクアジェット,90.8
イダイトウ♂,クイックターン,78.5
イダイトウ♂,こうそくいどう,11.2
イダイトウ♂,もろはのずつき,3.8
イダイトウ♂,こおりのキバ,3.8
イダイトウ♂,アクアブレイク,2.7
イダイトウ♂,みがわり,1.8
イダイトウ♂,がむしゃら,1.7
カバルドン,じしん,98.0
カバルドン,あくび,94.2
カバルドン,ステルスロック,84.5
カバルドン,なまける,53.7
カバルドン,ふきとばし,43.7
カバルドン,まもる,10.8
カバルドン,ほえる,5.3
カバルドン,がんせきふうじ,2.5
カバルドン,こおりのキバ,2.4
